 Municipio,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro construccion,Paro Servicios,Paro Sin empleo Anterior,mes,year
Horcajo de la Sierra-Aoslos,6.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,08,2022
Horcajuelo de la Sierra,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,08,2022
Hoyo de Manzanares,319.0,6.0,34.0,97.0,5.0,59.0,119.0,5.0,12.0,16.0,271.0,15.0,08,2022
Humanes de Madrid,1186.0,45.0,163.0,181.0,5.0,36.0,398.0,5.0,108.0,75.0,887.0,10.0,08,2022
Leganï¿½s,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Loeches,482.0,18.0,57.0,95.0,21.0,105.0,186.0,7.0,55.0,40.0,359.0,21.0,08,2022
Lozoya,33.0,5.0,6.0,8.0,0.0,7.0,11.0,5.0,5.0,5.0,26.0,5.0,08,2022
Madarcos,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,08,2022
Madrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Majadahonda,162.0,36.0,20.0,39.0,30.0,36.0,52.0,8.0,85.0,100.0,128.0,55.0,08,2022
Manzanares el Real,450.0,12.0,50.0,128.0,8.0,97.0,155.0,5.0,17.0,25.0,394.0,11.0,08,2022
Meco,729.0,25.0,98.0,154.0,19.0,170.0,263.0,5.0,75.0,65.0,556.0,32.0,08,2022
Mejorada del Campo,1327.0,6.0,20.0,250.0,5.0,36.0,454.0,5.0,10.0,93.0,1018.0,64.0,08,2022
Miraflores de la Sierra,340.0,8.0,52.0,90.0,5.0,75.0,111.0,5.0,18.0,33.0,273.0,13.0,08,2022
"Molar, El",459.0,10.0,63.0,105.0,7.0,106.0,168.0,5.0,33.0,42.0,367.0,15.0,08,2022
"Molinos, Los",225.0,11.0,28.0,55.0,5.0,51.0,76.0,5.0,6.0,23.0,172.0,22.0,08,2022
Montejo de la Sierra,10.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,9.0,5.0,08,2022
Moraleja de Enmedio,241.0,5.0,32.0,48.0,11.0,66.0,80.0,5.0,22.0,13.0,193.0,11.0,08,2022
Moralzarzal,543.0,16.0,50.0,139.0,22.0,91.0,225.0,5.0,23.0,29.0,461.0,27.0,08,2022
Morata de Tajuï¿½a,476.0,20.0,56.0,107.0,15.0,121.0,157.0,5.0,62.0,38.0,327.0,29.0,08,2022
Mï¿½stoles,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Navacerrada,129.0,5.0,16.0,35.0,6.0,22.0,49.0,5.0,5.0,6.0,115.0,5.0,08,2022
Navalafuente,107.0,5.0,7.0,35.0,5.0,30.0,29.0,5.0,5.0,10.0,87.0,7.0,08,2022
Navalagamella,159.0,5.0,19.0,37.0,7.0,31.0,60.0,5.0,6.0,17.0,121.0,14.0,08,2022
Navalcarnero,162.0,6.0,20.0,284.0,5.0,36.0,516.0,5.0,108.0,13.0,128.0,10.0,08,2022
Navarredonda y San Mamï¿½s,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,08,2022
Navas del Rey,206.0,11.0,22.0,56.0,8.0,46.0,63.0,5.0,7.0,22.0,163.0,11.0,08,2022
Nuevo Baztï¿½n,375.0,12.0,44.0,84.0,11.0,91.0,133.0,5.0,34.0,39.0,283.0,17.0,08,2022
Olmeda de las Fuentes,16.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,5.0,13.0,5.0,08,2022
Orusco de Tajuï¿½a,92.0,7.0,12.0,24.0,7.0,16.0,26.0,5.0,7.0,8.0,61.0,14.0,08,2022
Paracuellos de Jarama,850.0,19.0,100.0,185.0,22.0,199.0,325.0,5.0,53.0,50.0,702.0,25.0,08,2022
Parla,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Patones,14.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,0.0,5.0,12.0,5.0,08,2022
Pedrezuela,285.0,7.0,39.0,66.0,8.0,77.0,88.0,5.0,20.0,15.0,230.0,16.0,08,2022
Pelayos de la Presa,216.0,8.0,35.0,53.0,10.0,43.0,67.0,5.0,8.0,19.0,164.0,22.0,08,2022
Perales de Tajuï¿½a,266.0,7.0,43.0,51.0,9.0,57.0,99.0,5.0,30.0,28.0,182.0,23.0,08,2022
Pezuela de las Torres,46.0,5.0,5.0,16.0,5.0,11.0,11.0,5.0,5.0,7.0,33.0,5.0,08,2022
Pinilla del Valle,12.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,11.0,0.0,08,2022
Pinto,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Piï¿½uï¿½car-Gandullas,9.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,9.0,0.0,08,2022
Pozuelo de Alarcï¿½n,162.0,6.0,20.0,39.0,5.0,36.0,52.0,7.0,102.0,99.0,128.0,10.0,08,2022
Pozuelo del Rey,68.0,5.0,8.0,12.0,5.0,18.0,25.0,5.0,7.0,5.0,52.0,5.0,08,2022
Prï¿½dena del Rincï¿½n,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,08,2022
Puebla de la Sierra,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,08,2022
Quijorna,165.0,8.0,25.0,29.0,5.0,34.0,66.0,5.0,6.0,17.0,133.0,9.0,08,2022
Rascafrï¿½a,75.0,5.0,6.0,29.0,0.0,15.0,24.0,5.0,5.0,5.0,62.0,5.0,08,2022
Redueï¿½a,16.0,0.0,5.0,6.0,0.0,5.0,6.0,5.0,5.0,5.0,13.0,0.0,08,2022
Ribatejada,56.0,0.0,7.0,12.0,5.0,11.0,25.0,5.0,0.0,0.0,51.0,5.0,08,2022
Rivas-Vaciamadrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Robledillo de la Jara,10.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,0.0,08,2022
Robledo de Chavela,278.0,14.0,22.0,73.0,16.0,48.0,105.0,5.0,9.0,21.0,215.0,30.0,08,2022
Robregordo,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,08,2022
"Rozas de Madrid, Las",162.0,41.0,20.0,39.0,5.0,36.0,52.0,8.0,98.0,99.0,128.0,69.0,08,2022
Rozas de Puerto Real,27.0,5.0,5.0,8.0,5.0,5.0,7.0,5.0,0.0,5.0,24.0,5.0,08,2022
San Agustï¿½n del Guadalix,529.0,12.0,58.0,133.0,15.0,106.0,205.0,5.0,28.0,34.0,447.0,16.0,08,2022
San Fernando de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
San Lorenzo de El Escorial,771.0,15.0,98.0,202.0,26.0,157.0,273.0,5.0,18.0,40.0,661.0,49.0,08,2022
San Martï¿½n de la Vega,1223.0,45.0,153.0,255.0,5.0,307.0,416.0,5.0,81.0,13.0,912.0,74.0,08,2022
San Martï¿½n de Valdeiglesias,578.0,24.0,75.0,161.0,21.0,141.0,156.0,5.0,19.0,91.0,400.0,55.0,08,2022
San Sebastiï¿½n de los Reyes,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Santa Marï¿½a de la Alameda,106.0,5.0,7.0,27.0,5.0,31.0,37.0,5.0,5.0,7.0,94.0,5.0,08,2022
Santorcaz,62.0,5.0,5.0,14.0,5.0,17.0,21.0,5.0,5.0,5.0,48.0,6.0,08,2022
"Santos de la Humosa, Los",142.0,5.0,19.0,33.0,8.0,37.0,42.0,5.0,14.0,9.0,112.0,6.0,08,2022
"Serna del Monte, La",7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,6.0,0.0,08,2022
Serranillos del Valle,229.0,8.0,17.0,49.0,12.0,50.0,93.0,5.0,24.0,19.0,170.0,15.0,08,2022
Sevilla la Nueva,442.0,13.0,56.0,91.0,16.0,97.0,169.0,5.0,26.0,26.0,356.0,29.0,08,2022
Somosierra,7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,08,2022
Soto del Real,333.0,13.0,46.0,96.0,7.0,56.0,115.0,5.0,19.0,20.0,283.0,8.0,08,2022
Talamanca de Jarama,189.0,7.0,20.0,47.0,5.0,43.0,68.0,5.0,10.0,17.0,154.0,6.0,08,2022
Tielmes,207.0,5.0,37.0,44.0,7.0,57.0,58.0,6.0,30.0,16.0,139.0,16.0,08,2022
Titulcia,96.0,5.0,11.0,19.0,7.0,21.0,36.0,5.0,5.0,5.0,82.0,6.0,08,2022
Torrejï¿½n de Ardoz,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Torrejï¿½n de la Calzada,438.0,17.0,58.0,66.0,9.0,128.0,160.0,9.0,36.0,31.0,332.0,30.0,08,2022
Torrejï¿½n de Velasco,220.0,16.0,23.0,39.0,12.0,44.0,86.0,5.0,14.0,20.0,162.0,23.0,08,2022
Torrelaguna,221.0,13.0,35.0,56.0,5.0,54.0,60.0,5.0,12.0,16.0,182.0,9.0,08,2022
Torrelodones,714.0,13.0,89.0,167.0,8.0,137.0,300.0,5.0,27.0,29.0,618.0,36.0,08,2022
Torremocha de Jarama,39.0,5.0,5.0,10.0,5.0,5.0,20.0,5.0,5.0,5.0,28.0,5.0,08,2022
Torres de la Alameda,495.0,35.0,76.0,85.0,18.0,110.0,171.0,5.0,61.0,28.0,355.0,40.0,08,2022
Valdaracete,52.0,5.0,5.0,9.0,0.0,12.0,26.0,5.0,6.0,5.0,39.0,5.0,08,2022
Valdeavero,96.0,5.0,8.0,25.0,5.0,24.0,35.0,5.0,8.0,14.0,69.0,5.0,08,2022
Valdelaguna,59.0,5.0,8.0,10.0,5.0,24.0,15.0,5.0,10.0,5.0,41.0,5.0,08,2022
Valdemanco,45.0,0.0,5.0,16.0,5.0,10.0,13.0,5.0,5.0,5.0,34.0,5.0,08,2022
Valdemaqueda,69.0,5.0,10.0,13.0,5.0,17.0,22.0,5.0,5.0,7.0,56.0,5.0,08,2022
Valdemorillo,646.0,10.0,87.0,179.0,17.0,125.0,228.0,5.0,27.0,40.0,549.0,27.0,08,2022
Valdemoro,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,08,2022
Valdeolmos-Alalpardo,155.0,5.0,25.0,40.0,5.0,35.0,51.0,5.0,14.0,16.0,120.0,5.0,08,2022
Valdepiï¿½lagos,27.0,0.0,6.0,5.0,0.0,7.0,12.0,5.0,5.0,0.0,25.0,5.0,08,2022
Valdetorres de Jarama,279.0,9.0,29.0,63.0,7.0,69.0,102.0,5.0,21.0,26.0,219.0,12.0,08,2022
Valdilecha,216.0,5.0,25.0,44.0,6.0,64.0,75.0,10.0,28.0,16.0,147.0,15.0,08,2022
Valverde de Alcalï¿½,34.0,5.0,6.0,7.0,5.0,8.0,7.0,5.0,7.0,5.0,22.0,5.0,08,2022
Velilla de San Antonio,690.0,30.0,83.0,125.0,30.0,149.0,273.0,5.0,67.0,40.0,545.0,33.0,08,2022
"Vellï¿½n, El",111.0,5.0,11.0,27.0,5.0,34.0,34.0,5.0,5.0,12.0,80.0,14.0,08,2022
Venturada,82.0,0.0,9.0,25.0,5.0,15.0,30.0,5.0,5.0,5.0,72.0,5.0,08,2022
Villaconejos,198.0,5.0,29.0,29.0,8.0,51.0,77.0,5.0,12.0,18.0,143.0,14.0,08,2022
Villa del Prado,406.0,22.0,72.0,96.0,23.0,103.0,90.0,5.0,16.0,51.0,281.0,31.0,08,2022
Villalbilla,570.0,17.0,82.0,98.0,22.0,166.0,185.0,5.0,69.0,28.0,450.0,19.0,08,2022
Villamanrique de Tajo,62.0,5.0,9.0,17.0,5.0,9.0,24.0,5.0,10.0,5.0,44.0,5.0,08,2022
Villamanta,147.0,9.0,18.0,28.0,6.0,34.0,52.0,5.0,9.0,13.0,107.0,14.0,08,2022
Villamantilla,89.0,5.0,14.0,21.0,5.0,17.0,31.0,5.0,10.0,7.0,64.0,7.0,08,2022
Villanueva de la Caï¿½ada,695.0,16.0,89.0,172.0,12.0,148.0,258.0,5.0,22.0,32.0,608.0,28.0,08,2022
Villanueva del Pardillo,608.0,7.0,58.0,143.0,5.0,146.0,250.0,5.0,26.0,37.0,525.0,16.0,08,2022
Villanueva de Perales,93.0,6.0,11.0,28.0,5.0,14.0,29.0,5.0,9.0,7.0,68.0,8.0,08,2022
Villar del Olmo,122.0,7.0,13.0,29.0,5.0,28.0,43.0,5.0,8.0,15.0,92.0,6.0,08,2022
Villarejo de Salvanï¿½s,552.0,24.0,55.0,94.0,27.0,138.0,214.0,5.0,10.0,26.0,330.0,64.0,08,2022
Villaviciosa de Odï¿½n,812.0,19.0,107.0,194.0,16.0,143.0,333.0,5.0,52.0,43.0,685.0,31.0,08,2022
Villavieja del Lozoya,18.0,0.0,5.0,9.0,5.0,5.0,5.0,5.0,0.0,0.0,17.0,0.0,08,2022
Zarzalejo,113.0,5.0,12.0,30.0,5.0,23.0,40.0,5.0,5.0,5.0,96.0,8.0,08,2022
Lozoyuela-Navas-Sieteiglesias,78.0,5.0,9.0,23.0,5.0,15.0,27.0,5.0,5.0,5.0,65.0,5.0,08,2022
Puentes Viejas,41.0,0.0,5.0,13.0,5.0,8.0,15.0,5.0,0.0,5.0,35.0,0.0,08,2022
Tres Cantos,162.0,38.0,20.0,311.0,21.0,36.0,52.0,5.0,59.0,63.0,128.0,31.0,08,2022
"Acebeda, La",5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,09,2022
Ajalvir,192.0,6.0,18.0,46.0,9.0,41.0,72.0,5.0,15.0,5.0,160.0,9.0,09,2022
Alameda del Valle,22.0,5.0,5.0,5.0,0.0,7.0,7.0,5.0,0.0,0.0,13.0,9.0,09,2022
"ï¿½lamo, El",529.0,28.0,73.0,114.0,29.0,131.0,154.0,6.0,30.0,53.0,385.0,55.0,09,2022
Alcalï¿½ de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Alcobendas,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Alcorcï¿½n,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Aldea del Fresno,230.0,9.0,34.0,61.0,5.0,52.0,69.0,5.0,19.0,23.0,169.0,16.0,09,2022
Algete,831.0,28.0,105.0,173.0,17.0,173.0,335.0,5.0,77.0,50.0,666.0,33.0,09,2022
Alpedrete,666.0,23.0,75.0,187.0,22.0,117.0,242.0,5.0,36.0,46.0,542.0,38.0,09,2022
Ambite,53.0,5.0,5.0,11.0,5.0,16.0,21.0,5.0,5.0,5.0,47.0,0.0,09,2022
Anchuelo,61.0,5.0,8.0,8.0,5.0,22.0,18.0,5.0,5.0,5.0,48.0,5.0,09,2022
Aranjuez,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Arganda del Rey,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Arroyomolinos,1324.0,43.0,167.0,218.0,5.0,36.0,472.0,5.0,93.0,83.0,1036.0,10.0,09,2022
"Atazar, El",15.0,0.0,5.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,12.0,0.0,09,2022
Batres,87.0,5.0,11.0,22.0,5.0,18.0,30.0,5.0,10.0,6.0,66.0,5.0,09,2022
Becerril de la Sierra,304.0,5.0,46.0,89.0,7.0,54.0,104.0,5.0,7.0,26.0,246.0,20.0,09,2022
Belmonte de Tajo,113.0,7.0,22.0,13.0,5.0,26.0,40.0,5.0,7.0,9.0,90.0,5.0,09,2022
Berzosa del Lozoya,7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,09,2022
"Berrueco, El",37.0,5.0,5.0,8.0,0.0,9.0,15.0,5.0,5.0,5.0,28.0,5.0,09,2022
Boadilla del Monte,1433.0,32.0,164.0,39.0,21.0,258.0,52.0,5.0,65.0,57.0,128.0,39.0,09,2022
"Boalo, El",390.0,10.0,39.0,102.0,7.0,77.0,155.0,5.0,18.0,21.0,336.0,14.0,09,2022
Braojos,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,09,2022
Brea de Tajo,41.0,5.0,5.0,10.0,5.0,5.0,16.0,5.0,5.0,0.0,32.0,5.0,09,2022
Brunete,461.0,13.0,66.0,117.0,14.0,86.0,165.0,5.0,24.0,26.0,387.0,22.0,09,2022
Buitrago del Lozoya,75.0,5.0,6.0,14.0,5.0,18.0,31.0,5.0,0.0,5.0,57.0,10.0,09,2022
Bustarviejo,172.0,5.0,19.0,52.0,5.0,40.0,53.0,5.0,7.0,11.0,143.0,8.0,09,2022
Cabanillas de la Sierra,34.0,5.0,0.0,14.0,0.0,5.0,15.0,5.0,5.0,0.0,29.0,5.0,09,2022
"Cabrera, La",165.0,5.0,24.0,55.0,5.0,30.0,50.0,5.0,9.0,16.0,137.0,5.0,09,2022
Cadalso de los Vidrios,275.0,9.0,40.0,62.0,10.0,70.0,84.0,5.0,12.0,25.0,211.0,16.0,09,2022
Camarma de Esteruelas,460.0,22.0,64.0,81.0,19.0,86.0,188.0,5.0,54.0,22.0,361.0,20.0,09,2022
Campo Real,381.0,7.0,32.0,81.0,13.0,108.0,140.0,5.0,54.0,28.0,265.0,31.0,09,2022
Canencia,21.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,0.0,5.0,17.0,0.0,09,2022
Carabaï¿½a,143.0,14.0,15.0,31.0,5.0,29.0,50.0,5.0,10.0,15.0,110.0,5.0,09,2022
Casarrubuelos,247.0,12.0,35.0,43.0,12.0,60.0,85.0,5.0,33.0,18.0,185.0,11.0,09,2022
Cenicientos,186.0,13.0,15.0,38.0,12.0,56.0,52.0,8.0,5.0,14.0,148.0,11.0,09,2022
Cercedilla,342.0,16.0,49.0,82.0,9.0,91.0,95.0,5.0,9.0,38.0,262.0,28.0,09,2022
Cervera de Buitrago,9.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,7.0,5.0,09,2022
Ciempozuelos,162.0,6.0,20.0,282.0,5.0,36.0,450.0,5.0,97.0,99.0,1136.0,10.0,09,2022
Cobeï¿½a,225.0,7.0,27.0,55.0,5.0,47.0,87.0,5.0,19.0,19.0,172.0,14.0,09,2022
Colmenar del Arroyo,121.0,5.0,15.0,34.0,5.0,22.0,43.0,5.0,9.0,9.0,97.0,6.0,09,2022
Colmenar de Oreja,529.0,26.0,73.0,105.0,16.0,121.0,188.0,5.0,71.0,65.0,349.0,31.0,09,2022
Colmenarejo,441.0,9.0,79.0,113.0,12.0,81.0,147.0,5.0,13.0,39.0,373.0,13.0,09,2022
Colmenar Viejo,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Collado Mediano,404.0,5.0,61.0,117.0,9.0,75.0,138.0,5.0,18.0,46.0,311.0,26.0,09,2022
Collado Villalba,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Corpa,54.0,0.0,9.0,12.0,5.0,17.0,13.0,5.0,6.0,5.0,45.0,0.0,09,2022
Coslada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Cubas de la Sagra,283.0,21.0,31.0,49.0,11.0,73.0,98.0,5.0,21.0,16.0,225.0,19.0,09,2022
Chapinerï¿½a,169.0,7.0,25.0,48.0,5.0,27.0,58.0,5.0,12.0,11.0,139.0,6.0,09,2022
Chinchï¿½n,333.0,12.0,44.0,75.0,10.0,74.0,118.0,5.0,27.0,17.0,246.0,25.0,09,2022
Daganzo de Arriba,445.0,13.0,41.0,92.0,15.0,64.0,220.0,5.0,57.0,20.0,348.0,18.0,09,2022
"Escorial, El",724.0,24.0,96.0,196.0,15.0,126.0,267.0,5.0,24.0,57.0,594.0,45.0,09,2022
Estremera,93.0,5.0,15.0,29.0,5.0,23.0,23.0,5.0,10.0,12.0,61.0,7.0,09,2022
Fresnedillas de la Oliva,142.0,5.0,24.0,39.0,5.0,30.0,42.0,5.0,5.0,18.0,111.0,11.0,09,2022
Fresno de Torote,138.0,6.0,19.0,30.0,5.0,36.0,44.0,5.0,11.0,11.0,110.0,5.0,09,2022
Fuenlabrada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Fuente el Saz de Jarama,365.0,16.0,48.0,88.0,14.0,78.0,121.0,5.0,25.0,27.0,281.0,29.0,09,2022
Fuentidueï¿½a de Tajo,165.0,6.0,20.0,30.0,10.0,46.0,53.0,10.0,12.0,13.0,123.0,7.0,09,2022
Galapagar,162.0,43.0,20.0,39.0,5.0,36.0,52.0,5.0,54.0,13.0,128.0,10.0,09,2022
Garganta de los Montes,29.0,5.0,6.0,10.0,0.0,5.0,10.0,5.0,5.0,5.0,22.0,0.0,09,2022
Gargantilla del Lozoya y Pinilla de Buitrago,20.0,5.0,5.0,9.0,0.0,5.0,5.0,5.0,0.0,0.0,18.0,5.0,09,2022
Gascones,12.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,11.0,5.0,09,2022
Getafe,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Griï¿½ï¿½n,435.0,18.0,57.0,74.0,16.0,95.0,175.0,5.0,37.0,19.0,348.0,27.0,09,2022
Guadalix de la Sierra,363.0,15.0,47.0,96.0,10.0,75.0,120.0,5.0,10.0,34.0,292.0,23.0,09,2022
Guadarrama,750.0,23.0,102.0,187.0,32.0,169.0,237.0,5.0,22.0,54.0,631.0,38.0,09,2022
"Hiruela, La",5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,09,2022
Horcajo de la Sierra-Aoslos,11.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,9.0,5.0,09,2022
Horcajuelo de la Sierra,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,09,2022
Hoyo de Manzanares,304.0,6.0,32.0,94.0,10.0,54.0,108.0,5.0,14.0,14.0,258.0,13.0,09,2022
Humanes de Madrid,1181.0,6.0,162.0,175.0,5.0,36.0,398.0,5.0,99.0,71.0,884.0,10.0,09,2022
Leganï¿½s,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Loeches,455.0,26.0,49.0,91.0,17.0,93.0,179.0,6.0,52.0,35.0,342.0,20.0,09,2022
Lozoya,33.0,5.0,5.0,9.0,0.0,8.0,10.0,5.0,5.0,5.0,26.0,5.0,09,2022
Madarcos,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,09,2022
Madrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Majadahonda,162.0,39.0,20.0,39.0,31.0,36.0,52.0,9.0,95.0,100.0,128.0,56.0,09,2022
Manzanares el Real,450.0,13.0,54.0,127.0,10.0,99.0,147.0,5.0,19.0,24.0,395.0,10.0,09,2022
Meco,756.0,28.0,110.0,152.0,29.0,170.0,267.0,5.0,85.0,63.0,570.0,37.0,09,2022
Mejorada del Campo,1363.0,6.0,20.0,260.0,5.0,36.0,457.0,5.0,10.0,97.0,1042.0,65.0,09,2022
Miraflores de la Sierra,384.0,15.0,57.0,104.0,5.0,74.0,131.0,5.0,19.0,38.0,306.0,17.0,09,2022
"Molar, El",447.0,11.0,63.0,95.0,12.0,100.0,166.0,5.0,30.0,42.0,354.0,18.0,09,2022
"Molinos, Los",231.0,17.0,26.0,53.0,8.0,51.0,76.0,5.0,7.0,23.0,168.0,30.0,09,2022
Montejo de la Sierra,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,12.0,0.0,09,2022
Moraleja de Enmedio,245.0,9.0,32.0,43.0,14.0,62.0,85.0,5.0,21.0,13.0,194.0,15.0,09,2022
Moralzarzal,533.0,21.0,50.0,144.0,19.0,92.0,207.0,5.0,22.0,25.0,459.0,23.0,09,2022
Morata de Tajuï¿½a,476.0,24.0,60.0,105.0,11.0,116.0,160.0,5.0,55.0,41.0,330.0,28.0,09,2022
Mï¿½stoles,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Navacerrada,127.0,5.0,11.0,34.0,5.0,25.0,49.0,5.0,5.0,5.0,113.0,5.0,09,2022
Navalafuente,108.0,5.0,13.0,32.0,5.0,28.0,28.0,5.0,5.0,10.0,87.0,6.0,09,2022
Navalagamella,180.0,9.0,27.0,40.0,8.0,34.0,62.0,5.0,9.0,17.0,136.0,16.0,09,2022
Navalcarnero,162.0,6.0,20.0,295.0,5.0,36.0,511.0,5.0,108.0,13.0,128.0,10.0,09,2022
Navarredonda y San Mamï¿½s,6.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,09,2022
Navas del Rey,215.0,13.0,25.0,57.0,10.0,48.0,62.0,5.0,8.0,20.0,167.0,17.0,09,2022
Nuevo Baztï¿½n,367.0,13.0,41.0,86.0,11.0,80.0,136.0,5.0,33.0,42.0,270.0,20.0,09,2022
Olmeda de las Fuentes,16.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,0.0,5.0,13.0,5.0,09,2022
Orusco de Tajuï¿½a,91.0,7.0,12.0,23.0,7.0,18.0,24.0,5.0,7.0,9.0,59.0,13.0,09,2022
Paracuellos de Jarama,823.0,17.0,91.0,192.0,14.0,188.0,321.0,5.0,50.0,52.0,680.0,22.0,09,2022
Parla,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Patones,13.0,0.0,5.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,11.0,0.0,09,2022
Pedrezuela,281.0,9.0,42.0,64.0,7.0,71.0,88.0,5.0,23.0,15.0,227.0,13.0,09,2022
Pelayos de la Presa,236.0,6.0,35.0,60.0,12.0,48.0,75.0,5.0,8.0,16.0,186.0,24.0,09,2022
Perales de Tajuï¿½a,267.0,6.0,35.0,52.0,13.0,59.0,102.0,5.0,32.0,25.0,185.0,23.0,09,2022
Pezuela de las Torres,44.0,5.0,5.0,15.0,5.0,9.0,12.0,5.0,5.0,8.0,30.0,5.0,09,2022
Pinilla del Valle,9.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,8.0,0.0,09,2022
Pinto,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Piï¿½uï¿½car-Gandullas,7.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0,0.0,09,2022
